Country Code,Country Name,Year,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Child employment in agriculture, male (% of male economically active children ages 7-14)","Child employment in manufacturing, female (% of female economically active children ages 7-14)","Child employment in manufacturing, male (% of male economically active children ages 7-14)","Child employment in services, female (% of female economically active children ages 7-14)","Child employment in services, male (% of male economically active children ages 7-14)","Children in employment, female (% of female children ages 7-14)","Children in employment, male (% of male children ages 7-14)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Contraceptive prevalence, any methods (% of women ages 15-49)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)","Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Female headed households (% of households with a female head),"Fertility rate, total (births per woman)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Part time employment, female (% of total female employment)","Part time employment, male (% of total male employment)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Wanted fertility rate (births per woman)
MWI,Malawi,1995,162.817,0,0,0,0,0,0,0,0,0,0,0,0,6.553999901,6.013000011,0.451999992,1.047000051,88.4260025,79.79499817,11.31900024,2.881000042,8.885000229,68.14700317,74.21299744,49.51399994,43.27299881,0,6.424,75.92199707,78.46299744,48.786,44.469,437.87,561.936,0,0,73.7559967,63.6609993,39.82046,29.46278,0,10.24199963,5.415999889,12.59599972,8.454000473,73.30300045,62.61400175,26.24399948,36.3390007,0
NAM,Namibia,1974,138.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.642,0,0,57.029,52.055,285.032,369.84,0,0,0,0,54.04023,44.05518,0,0,0,0,0,0,0,0,0,0
RWA,Rwanda,1991,61.0194,0,0,0,0,0,0,0,0,0,0,0,0,45.86999893,39.27299881,0.128999993,0.119999997,93.98000336,83.33599854,4.545000076,5.296999931,12.11900044,86.49900055,92.125,85.4509964,88.35299683,0,6.942,86.78399658,92.37599945,32.237,28.72,561.821,632.518,0,0,96.30500031,88.90299988,19.86836,15.17799,0,0.328999996,0.270999998,0.47299999,0.333000004,96.17599869,88.7840004,3.694999933,11.09700012,0
SDN,Sudan,2015,70.399,0,0,0,0,0,0,0,0,0,0,0,0,24.53899956,8.717000008,2.023999929,5.263000011,46.32099915,54.86000061,15.13700008,22.65200043,30.00699997,18.12800026,63.90599823,8.925999641,31.23399925,0,4.595,23.62299919,70.36299896,65.829,62.706,194.43,251.674,0,0,48.49000168,44.18799973,68.00191,61.19966,0,23.26199913,9.177000046,42.84600067,21.30200005,46.4659996,38.92500019,51.50999832,55.81200028,0
STP,Sao Tome and Principe,1980,136.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.386,0,0,62.117,58.983,224.42,274.996,0,0,0,0,62.39243,56.14,0,0,0,0,0,0,0,0,0,0
TCD,Chad,2016,164.516,0,0,0,0,0,0,0,0,0,0,0,0,50.73899841,12.62199974,0.172999993,0.47299999,92.51899719,82.89900208,6.255000114,4.563000202,10.84599972,60.31900024,73.84799957,49.81800079,49.95000076,0,5.947,64.73699951,77.66000366,54.138,51.685,338.456,382.446,0,0,98.73799896,86.14099884,49.24005,44.21083,0,6.823999882,4.90899992,10.93599987,9.347000122,98.56499863,85.66799736,1.261999965,13.85900021,0
BDI,Burundi,1968,48.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.265,0,0,45.107,41.907,383.697,444.056,0,0,0,0,38.19214,32.33423,0,0,0,0,0,0,0,0,0,0
BFA,Burkina Faso,1978,165.4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.041,0,0,45.288,42.851,342.565,410.306,0,0,0,0,40.65471,34.6017,0,0,0,0,0,0,0,0,0,0
COD,"Congo, Dem. Rep.",2003,127.2276,0,0,0,0,0,0,0,0,0,0,0,0,27.75499916,11.70100021,2.022000074,4.824999809,86.08300018,77.87599945,13.93099976,2.763000011,8.192000389,68.09300232,71.26000214,46.79600143,38.36100006,0,6.718,71.1780014,73.47299957,53.586,50.698,299.976,352.011,0,0,60.35800171,63.27399826,50.44072,44.75535,0,4.333000183,3.013000011,7.835999966,6.584000111,58.33599854,58.44900131,39.64199829,36.72600174,0
COM,Comoros,2000,94.8934,0,0,0,0,0,0,0,0,0,0,0,25.7,18.75099945,10.66699982,4.169000149,5.021999836,63.64500046,51.02899933,14.97399998,24.74200058,33.99700165,30.77099991,49.63000107,15.24600029,16.90299988,0,5.384,32.35100174,51.96300125,61.06,57.895,245.272,297.454,0,0,84.73400116,63.00500107,59.94901,52.91632,0,4.882999897,4.491000175,8.565999985,11.27900028,80.56499863,57.98300171,15.26599979,36.99499893,0
DJI,Djibouti,1972,53.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,0,0,51.928,48.975,314.483,368.952,0,0,0,0,48.1773,42.32098,0,0,0,0,0,0,0,0,0,0
ERI,Eritrea,1992,108.178,0,0,0,0,0,0,0,0,0,0,0,0,8.076999664,4.054999828,1.327999949,2.750999928,91.01499939,81.40100098,8.295000076,3.585000038,10.30300045,69.47000122,85.10299683,65.64600372,74.06300354,0,6.233,74.88300324,90.78099823,52.344,48.823,353.759,400.46,0,0,63.74200058,59.17599869,46.34645,40.33187,0,7.229000092,6.254000187,11.86400032,10.8739996,62.41400147,56.42499876,36.25799942,40.82400131,0
GNQ,Equatorial Guinea,1980,176.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.835,0,0,45.393,42.212,378.923,438.294,0,0,0,0,38.88229,33.07083,0,0,0,0,0,0,0,0,0,0
KEN,Kenya,1985,153.8882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.911,0,0,61.196,57.074,241.395,311.195,0,0,0,0,60.32384,52.18199,0,0,0,0,0,0,0,0,0,0
LSO,Lesotho,1980,78.6962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.589,0,0,55.372,52.029,301.935,361.045,0,0,0,0,51.58371,44.34164,0,0,0,0,0,0,0,0,0,0
MRT,Mauritania,2003,94.0756,0,0,0,0,0,0,0,0,0,0,0,0,5.724999905,4.019999981,0.944000006,2.719000101,87.3809967,75.36499786,8.972999573,8.690999985,15.6619997,25.9810009,65.62599945,21.64999962,44.52799988,0,5.283,30.16500092,72.3030014,61.977,58.744,200.4,250.8,0,0,64.43000031,52.34400177,64.32727,57.20408,0,13.87100029,9.234999657,22.57399941,15.69799995,63.48700094,49.62400007,35.5699997,47.65599823,0
NAM,Namibia,2003,81.3312,0,0,0,0,0,0,0,0,0,0,0,0,5.380000114,3.122999907,4.645999908,6.875999928,27.34799957,35.11100006,18.38800049,63.49200058,46.5,38.86199951,52.47900009,14.88899994,20.92300034,0,3.773,50.85400009,64.58300018,55.651,51.697,469.05,522.403,0,0,33.13100052,24.15299988,43.96205,36.41408,0,23.58099937,18.74099922,47.26699829,37.00299835,28.48499966,17.27700019,66.8690033,75.84700012,0
NER,Niger,1965,211.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.529,0,0,35.865,34.933,473.134,513.612,0,0,0,0,26.2946,23.67101,0,0,0,0,0,0,0,0,0,0
RWA,Rwanda,2001,47.7894,0,0,0,0,0,0,0,0,0,0,0,0,18.10400009,9.767999649,0.082000002,0.225999996,93.69400024,82.79599762,4.781000137,5.618000031,12.42300034,84.70500183,88.09100342,79.63899994,80.76999664,0,5.543,85.43900299,88.80000305,50.577,48.935,421.47,444.178,0,0,96.33200073,88.76899719,41.34956,38.08246,0,0.859000027,0.799000025,1.220000029,0.980000019,96.24899674,88.54400063,3.667999983,11.23099995,0
SDN,Sudan,2010,92.1528,0,0,0,0,0,0,0,0,0,0,0,9,31.07399941,10.94999981,1.929999948,5.297999859,42.0019989,51.36299896,19.14999962,23.64699936,29.49300003,17.51199913,66.01399994,9.67800045,34.29299927,0,4.876,22.95700073,72.7480011,64.249,61.031,210.42,270.074,0,0,50.36899948,46.86299896,65.60818,58.70837,0,23.71500015,9.256999969,42.57400131,21.19599915,48.43799973,41.56499958,49.63100052,53.13700104,0
SEN,Senegal,1971,187.1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.296,0,0,40.757,38.904,406.921,461.461,0,0,0,0,33.73025,29.15695,0,0,0,0,0,0,0,0,0,0
SOM,Somalia,1982,54.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.053,0,0,46.996,43.908,365.714,423.717,0,0,0,0,40.65028,34.89388,0,0,0,0,0,0,0,0,0,0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1963,153.0997895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.671977346,0,0,43.10401754,40.27371228,406.847981,465.4014951,0,0,0,0,35.53304731,30.10917915,0,0,0,0,0,0,0,0,0,0
UGA,Uganda,1965,181.5552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.094,0,0,48.476,45.359,350.294,407.312,0,0,0,0,42.84413,37.01481,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,1965,62.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92,0,0,56.054,51.905,295.086,364.155,0,0,0,0,52.56288,43.92394,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,1967,61.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.832,0,0,56.915,52.597,287.651,355.804,0,0,0,0,53.63909,45.01352,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,1987,95.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.059,0,0,64.611,57.298,237.556,363.051,0,0,0,0,62.74872,46.31983,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,1979,48.9828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,0,48.606,45.28,348.891,407.801,0,0,0,0,43.02503,36.88834,0,0,0,0,0,0,0,0,0,0
BWA,Botswana,2014,35.1906,0,0,0,0,0,0,0,0,0,0,0,0,5.071000099,4.434000015,2.03399992,4.991000175,21.19799995,30.48600006,20.875,74.12200165,48.63800049,51.15599823,67.15899658,24.34700012,34.9980011,0,2.812,64.81400299,78.21099854,67.744,61.79,210.225,328.456,0,0,17.73999977,19.94899941,69.88085,55.8294,0,21.0720005,14.13099957,42.63700104,28.9090004,15.70499992,14.95800018,82.26000214,80.0510025,0
CMR,Cameroon,1972,189.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.287,0,0,48.66,45.684,346.826,402.702,0,0,0,0,43.32534,37.58346,0,0,0,0,0,0,0,0,0,0
CMR,Cameroon,1986,192.6366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.667,0,0,54.372,51.222,304.297,359.912,0,0,0,0,50.46715,44.38971,0,0,0,0,0,0,0,0,0,0
COD,"Congo, Dem. Rep.",1983,137.373,0,0,0,0,0,0,0,0,0,0,0,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.612,0,0,48.608,45.766,348.689,402.674,0,0,0,0,43.04999,37.58874,0,0,0,0,0,0,0,0,0,0
MLI,Mali,1993,195.2604,0,0,0,0,0,0,0,0,0,0,0,0,39.18399811,32.10800171,0.207000002,0.986999989,38.84000015,57.16199875,13.97599983,48.09199905,28.86199951,34.06299973,64.93699646,29.21899986,47.21500015,0,7.124,35.36700058,66.76899719,47.212,45.684,320.327,341.887,0,0,95.66899872,89.08899689,43.33926,40.54681,0,3.687999964,2.744999886,5.427000046,4.375999928,95.46099854,88.10300064,4.330999851,10.91100025,0
NAM,Namibia,1972,138.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,0,55.757,51.017,298.419,383.67,0,0,0,0,52.07523,42.28075,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,1987,67.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,73,63.7,119.026,255.162,0,0,0,0,81.31884,63.70938,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,1979,89.9702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.928,0,0,61.208,54.287,278.552,401.355,0,0,0,0,56.92383,41.50306,0,0,0,0,0,0,0,0,0,0
AGO,Angola,1976,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.609,0,0,41.05,37.909,427.472,490.197,0,0,0,0,32.65521,27.03573,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,1961,182.6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.462,0,0,41.543,38.39,420.9,482.956,0,0,0,0,33.45621,27.83465,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,1990,188.4658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.421,36.5340004,58.9109993,62.71,59.656,232.892,278.545,0,0,0,0,62.35991,56.56412,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,2014,104.85,0,0,0,0,0,0,0,0,0,0,0,0,1.666000009,0.686999977,1.404999971,3.230000019,61.3769989,30.75699997,18.30599976,35.22600174,50.93500137,29.77400017,50.17100143,8.562999725,13.84599972,0,3.91,41.81399918,58.54700089,66.714,63.764,226.836,262.434,0,0,40.125,29.53800011,67.33413,61.97732,0,28.79500008,14.30700016,42.85400009,31.02700043,38.72100031,26.30700082,59.875,70.46199799,0
GHA,Ghana,1968,145.2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.957,0,0,49.432,48.113,336.667,382.112,0,0,0,0,44.63922,40.2543,0,0,0,0,0,0,0,0,0,0
MLI,Mali,1997,190.946,0,0,0,0,0,0,0,0,0,0,0,0,36.97100067,27.01399994,0.501999974,1.108999968,36.79000092,55.11000061,15.52000046,48.74900055,29.37000084,34.20000076,64.86299896,29.20700073,47.24399948,0,6.983,35.51699829,66.70200348,47.562,46.084,331.625,352.605,0,0,94.83100128,87.09400177,42.89174,40.22531,0,3.707999945,2.756000042,5.440999985,4.375999928,94.32900238,85.98500061,5.169000149,12.90600014,0
MLI,Mali,2012,178.905,0,0,0,0,0,0,0,0,0,0,0,0,41.45600128,38.97999954,0.180999994,1.20599997,61.0019989,65.41300201,9.970000267,30.81399918,24.61700058,50.68899918,76.67500305,43.88199997,61.39500046,0,6.396,55.28300095,81.79199982,56.756,55.48,272,292.2,0,0,95.90499878,88.02999878,55.05252,52.20138,0,8.31099987,6.256000042,12.15299988,9.774000168,95.72500229,86.82299805,4.09499979,11.97000027,0
MRT,Mauritania,1980,113.0756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.457,0,0,55.673,52.88,255.227,310.111,0,0,0,0,55.01529,48.48363,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,2015,76.1964,0,0,0,0,0,0,0,0,0,0,0,0,5.149000168,2.901000023,2.644000053,5.328000069,23.68000031,24.94300079,27.62199974,70.32800293,47.43500137,45.44800186,53.01399994,16.70700073,21.97500038,0,3.473,57.74700165,64.58599854,66.579,60.834,270.425,360.521,0,0,35.06100082,24.47699928,64.56556,52.57821,0,21.29800034,17.91799927,44.8769989,35.84199905,32.41699982,19.14899921,64.93900299,75.52300263,0
NGA,Nigeria,1981,166.9968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779,0,0,46.927,44.398,362.405,416.986,0,0,0,0,40.91779,35.3299,0,0,0,0,0,0,0,0,0,0
SEN,Senegal,2012,83.601,0,0,0,0,0,0,0,0,0,0,0,0,16.72999954,5.657999992,1.383000016,3.463000059,59.66199875,49.77299881,26.07099915,27.73699951,24.15600014,39.50099945,64.66500092,26.27700043,48.19800186,0,5.003,44.65200043,69.73500061,67.13,63.529,168,233,0,0,47.29199982,47.33200073,71.95859,63.13682,0,11.53499985,7.270999908,16.01000023,7.690000057,45.9090004,43.87000179,52.70800018,52.66799927,0
ZMB,Zambia,1963,184.9248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.249,0,0,47.754,44.738,356.092,412.389,0,0,0,0,41.95802,36.2819,0,0,0,0,0,0,0,0,0,0
ZMB,Zambia,2010,105.4788,0,0,0,0,0,0,0,0,0,0,0,0,52.25,17.52899933,0.209000006,0.321999997,72.36699677,55.36600113,13.91300011,24.62599945,30.72100067,61.24200058,71.84999847,42.72900009,46.32300186,0,5.397,71.05999756,82.23000336,58.52,54.624,344.897,420.842,0,0,88.77700043,71.20400238,53.41193,44.97245,0,13.81799984,12.62300015,27.46699905,26.23900032,88.56900024,70.88199997,11.22299957,28.79599953,0
ZWE,Zimbabwe,1962,171.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.267,0,0,53.92,50.714,299.137,354.261,0,0,0,0,50.56027,44.42042,0,0,0,0,0,0,0,0,0,0
SLE,Sierra Leone,1973,206.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.573,0,0,37.258,36.949,487.895,454.161,0,0,0,0,26.86479,27.8605,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,1963,46.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.094,0,0,43.803,40.63,398.058,459.006,0,0,0,0,36.32971,30.56878,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,1972,48.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.312,0,0,45.825,42.623,377.745,437.768,0,0,0,0,38.98059,33.0908,0,0,0,0,0,0,0,0,0,0
ERI,Eritrea,2002,82.385,0,0,0,0,0,0,0,0,0,0,0,8,18.57500076,6.289999962,1.088000059,2.864000082,88.29000092,77.23200226,10.11400032,5.177999973,12.65299988,68.24099731,80.81800079,61.14199829,68.84700012,46.7,5.149,73.92199707,86.48999786,58.526,54.557,333.274,410.982,0,0,48.2519989,50.84400177,53.25158,44.29952,14,7.684999943,6.55700016,12.19999981,10.86999989,47.16400147,47.98100185,51.7480011,49.15599823,4.4
ERI,Eritrea,2007,76.079,0,0,0,0,0,0,0,0,0,0,0,0,10.29300022,4.563000202,1.315000057,3.118999958,90.375,79.46600342,8.80700016,4.600999832,11.72599983,68.67299652,79.94400024,59.38999939,66.18399811,0,4.818,74.17700195,85.45999908,62.304,58.255,278.079,346.72,0,0,55.85599899,52.65200043,58.78891,50.75843,0,7.421000004,6.453999996,12.00500011,10.87199974,54.54100132,49.53200197,44.14400101,47.34799957,0
GMB,"Gambia, The",1966,208.8384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.884,0,0,35.982,33.542,489.709,554.472,0,0,0,0,25.94537,21.09343,0,0,0,0,0,0,0,0,0,0
GMB,"Gambia, The",1981,203.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.323,0,0,48.453,45.899,338.224,396.103,0,0,0,0,43.75825,37.79597,0,0,0,0,0,0,0,0,0,0
LBR,Liberia,2012,133.982,0,0,0,0,0,0,0,0,0,0,0,0,23.47200012,13.78299999,1.786000013,2.377000093,46.07099915,46.15499878,17.43400002,48.07600021,36.40999985,52.53900147,57.38199997,29.50499916,31.21100044,0,4.868,53.77000046,58.69200134,61.512,59.711,239,277.001,0,0,90.05000305,70.74900055,61.67972,56.62783,0,2.289999962,2.230999947,4.053999901,2.489000082,88.26499939,68.37100124,9.949999809,29.25099945,0
LSO,Lesotho,1962,82.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,0,49.115,45.752,364.839,430.492,0,0,0,0,42.5157,35.48809,0,0,0,0,0,0,0,0,0,0
MWI,Malawi,2011,146.1546,0,0,0,0,0,23.8,26.3,88.90082117,87.60730845,11.09917883,12.39269155,0,8.583999634,5.984000206,0.776000023,1.565000057,89.83200073,80.51100159,9.918999672,3.454999924,9.569000244,67.20700073,77.90499878,56.64599991,60.68099976,0,5.146,72.90299988,82.125,60.852,56.372,302.372,413.412,0,0,68.25499725,57.24100113,58.80205,46.92951,0,7.813000202,5.138000011,9.48900032,7.473999977,67.47999954,55.67600155,31.74500084,42.75899887,0
NAM,Namibia,1970,136.4688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.459,0,0,54.571,50.15,309.971,388.487,0,0,0,0,50.42688,41.30981,0,0,0,0,0,0,0,0,0,0
NER,Niger,1998,218.7698,0,0,0,0,0,0,0,0,0,0,0,8.2,31.81100082,28.69799995,0.300999999,0.833999991,74.34700012,78.46499634,4.193999767,15.94200039,17.3409996,64.96199799,87.65299988,51.73799896,75.28099823,13.2,7.698,67.87400055,90.01799774,49.243,47.987,280.077,308.086,0,0,91.91999817,90.19000244,47.38609,44.31664,43.1,4.289999962,2.627000093,6.879000187,6.111000061,91.61899948,89.3560009,8.079999924,9.81000042,7
SLE,Sierra Leone,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,5.184999943,5.960999966,2.585999966,2.151000023,59.50500107,61.65399933,11.61900044,39.63199997,26.72699928,55.04399872,55.60400009,31.41500092,20.24600029,0,0,57.14400101,58.70199966,0,0,0,0,0,0,95.34100342,84.54399872,0,0,0,3.674000025,5.27699995,5.708000183,13.8739996,92.75599909,82.39199972,4.65899992,15.45600033,0
SSF,Sub-Saharan Africa,2002,125.9806216,0,0,0,0,0,0,0,0,0,0,0,0,30.23905319,15.68626411,1.620691058,2.917294334,67.20320763,64.16155896,11.4707008,25.02747233,24.36803118,55.15089214,69.84520961,41.72436978,47.59749263,0,5.671208943,61.1543981,75.16019756,52.7207455,49.89576596,380.2978,434.1447272,0,0,82.72336328,72.55344897,45.71364869,39.59226443,0,9.816959576,7.071564113,17.86754425,14.05543482,81.10270279,69.63631398,17.27663657,27.44655155,0
TCD,Chad,1961,197.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.268,0,0,40.323,36.304,435.791,507.884,0,0,0,0,31.64279,25.12202,0,0,0,0,0,0,0,0,0,0
TCD,Chad,2012,178.22,0,0,0,0,0,0,0,0,0,0,0,0,54.63999939,14.4289999,0.100000001,0.338,91.74700165,82.44400024,7.710999966,4.243000031,9.845000267,60.43799973,74.90699768,51.11899948,52.21500015,0,6.372,64.83399963,78.68900299,52.398,50.205,350.778,391.853,0,0,98.5059967,86.52300263,47.29548,42.55099,0,6.781000137,4.804999828,11.08699989,9.307999611,98.40599823,86.18499661,1.493999958,13.47700024,0
ZAF,South Africa,1978,88.4656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.018,0,0,61.078,54.168,278.552,401.355,0,0,0,0,56.73792,41.35092,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,1980,91.4748,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.837,0,0,61.382,54.459,278.552,401.355,0,0,0,0,57.10974,41.65521,0,0,0,0,0,0,0,0,0,0
BWA,Botswana,1970,159.4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.645,0,0,56.272,52.702,291.281,352.486,0,0,0,0,53.12356,45.46402,0,0,0,0,0,0,0,0,0,0
CAF,Central African Republic,1973,174.2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.952,0,0,46.306,42.421,369.735,437.005,0,0,0,0,40.11706,33.22387,0,0,0,0,0,0,0,0,0,0
COD,"Congo, Dem. Rep.",1982,138.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.587,0,0,48.335,45.495,350.803,404.77,0,0,0,0,42.73491,37.29518,0,0,0,0,0,0,0,0,0,0
DJI,Djibouti,1999,34.189,0,0,0,0,0,0,0,0,0,0,0,0,25.62999916,6.532000065,1.225000024,3.010999918,31.7859993,38.28099823,16.31900024,35.4070015,45.42499924,42.62400055,73.39700317,47.41199875,55.67200089,0,4.622,46.23899841,78.09999847,58.621,55.42,289.568,345.316,0,0,44.82500076,47.52099991,55.84812,49.50769,0,7.818999767,6.020999908,12.04500008,10.87199974,43.60099983,44.51100016,55.17499924,52.47900009,0
DJI,Djibouti,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,22.16399956,5.600999832,1.215000033,3.292000055,26.68899918,31.98900032,24.33499908,36.08100128,43.7140007,46.16699982,64.97100067,33.32899857,33.72499847,0,0,49.46500015,68.52899933,0,0,0,0,0,0,41.02099991,41.82600021,0,0,0,6.666999817,5.191999912,12.44400024,10.95800018,39.80599976,38.53299904,58.97900009,58.17399979,0
ETH,Ethiopia,1970,117.7668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.978,0,0,44.492,41.451,391.55,450.33,0,0,0,0,37.16454,31.57457,0,0,0,0,0,0,0,0,0,0
