Country Code,Country Name,Year,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Child employment in agriculture, male (% of male economically active children ages 7-14)","Child employment in manufacturing, female (% of female economically active children ages 7-14)","Child employment in manufacturing, male (% of male economically active children ages 7-14)","Child employment in services, female (% of female economically active children ages 7-14)","Child employment in services, male (% of male economically active children ages 7-14)","Children in employment, female (% of female children ages 7-14)","Children in employment, male (% of male children ages 7-14)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Contraceptive prevalence, any methods (% of women ages 15-49)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)","Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Female headed households (% of households with a female head),"Fertility rate, total (births per woman)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Part time employment, female (% of total female employment)","Part time employment, male (% of total male employment)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Wanted fertility rate (births per woman)
ZMB,Zambia,2006,120.8288,0,0,0,0,0,0,0,0,0,0,0,0,53.72600174,18.52700043,0.224999994,0.331999987,80.55699921,65.73100281,11.20199966,16.86599922,23.06800079,66.11000061,76.66999817,53.02500153,57.22499847,0,5.721,73.16500092,85.08100128,52.575,49.249,462.181,531.571,0,0,89.74500275,73.31600189,42.19872,34.88306,0,9.642999649,9.88599968,17.95400047,18.05900002,89.52000046,72.98500061,10.25500011,26.68400002,0
BDI,Burundi,1994,48.18,0,0,0,0,0,0,0,0,0,0,0,0,12.68700028,4.853000164,0.538999975,1.39199996,96.68900299,86.91699982,3.967999935,2.696000099,9.114999771,87.66500092,85.95800018,77.65399933,70.66600037,0,7.338,88.66500092,87.89299774,49.907,46.642,338.846,395.742,0,0,97.81500244,89.47000122,45.15281,39.01888,0,1.128000021,2.201999903,1.822999954,4.140999794,97.27599716,88.07799864,2.184999943,10.52999973,0
BEN,Benin,2004,112.867,0,0,0,0,0,0,0,0,0,0,0,0,22.07900047,10.48700047,0.521000028,1.985000014,39.375,55.08399963,14.86299992,51.74700165,30.05200005,66.3219986,76.57900238,54.10900116,52.62799835,0,5.691,66.76899719,77.30599976,58.351,55.352,249.696,301.095,0,0,96.33300018,88.12000275,57.54793,51.62306,0,0.667999983,0.940999985,1.231999993,1.177999973,95.81200218,86.13500309,3.667000055,11.88000011,0
GAB,Gabon,2006,126.6878,0,0,0,0,0,0,0,0,0,0,0,0,2.144000053,0.898999989,1.957999945,4.008999825,63.50799942,32.10900116,17.92499924,33.45299912,49.96300125,28.98999977,49.80400085,8.937999725,17.29199982,0,4.194,38.17200089,57.34400177,60.891,59.815,313.704,306.825,0,0,41.51200104,31.19599915,57.38372,56.14647,0,24.05599976,13.14799976,45.29000092,28.36499977,39.5539999,27.1870001,58.48799896,68.80400085,0
GMB,"Gambia, The",2004,114.008,0,0,0,0,0,0,0,0,0,0,0,0,11.7130003,11.78499985,1.049999952,1.493000031,41.98199844,28.03000069,24.6420002,53.73099899,47.32600021,41.9469986,64.1309967,30.8579998,41.86600113,0,5.86,48.16799927,68.83599854,58.738,56.461,265.076,315.758,0,0,87.17500305,70.54599762,57.46387,51.32872,0,12.91699982,6.835000038,17.41500092,9.19299984,86.12500286,69.0530014,12.82499981,29.45400047,0
GMB,"Gambia, The",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54000092,11.90200043,1.50999999,1.889999986,33.37400055,22.37299919,23.67300034,62.52000046,53.95399857,44.72000122,63.09000015,30.18899918,40.64500046,0,0,51.22499847,67.73799896,0,0,0,0,0,0,82.42199707,65.90200043,0,0,0,12.69999981,6.861000061,17.36000061,9.210000038,80.91200256,64.01100159,17.57799912,34.09799957,0
KEN,Kenya,1981,164.9984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.365,0,0,60.202,56.318,241.481,301.797,0,0,0,0,59.69256,52.33276,0,0,0,0,0,0,0,0,0,0
LBR,Liberia,1992,161.417,0,0,0,0,0,0,0,0,0,0,0,0,26.37999916,15.79199982,7.118000031,5.270999908,50.32099915,47.91799927,13.56799984,44.98400116,38.51300049,50.17200089,57.1969986,31.56500053,33.76399994,0,6.336,52.30899811,61.55199814,49.868,45.931,286.866,362.657,0,0,94.38800049,74.73899841,47.30456,39.09821,0,4.085000038,7.076000214,3.407000065,5.657000065,87.26999855,69.46799851,5.611000061,25.26099968,0
MUS,Mauritius,1987,44.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,72.561,64.936,128.24,268.292,0,0,0,0,77.13019,59.83259,0,0,0,0,0,0,0,0,0,0
MUS,Mauritius,2002,36.482,0,0,0,0,0,0,0,0,0,0,0,75.8,5.19299984,0.848999977,1.154999971,4.379000187,8.69699955,11.94699955,35.54299927,54.16699982,52.50999832,36.23699951,74.95400238,27.35499954,50.44100189,0,1.94,40.64199829,79.1230011,75.5,68.6,112.583,221.141,0,0,15.38700008,22.62999916,80.05996,66.54941,0,10.8380003,5.269999981,23.74799919,16.59399986,14.2319994,18.2510004,84.61299896,77.37000275,0
NAM,Namibia,1966,132.2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.263,0,0,52.454,48.39,332.383,402.1,0,0,0,0,47.20716,39.05117,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,2012,79.776,0,0,0,0,0,0,0,0,0,0,0,0,7.379000187,5.076000214,3.450000048,5.961999893,26.63599968,28.0359993,21.77000046,68.11199951,50.1949997,45.29100037,54.7840004,17.79999924,23.95400047,0,3.586,55.94100189,64.13800049,63.196,58.293,313.107,394.919,36.09000015,24.28000069,44.02999878,30.4829998,60.11089,49.12971,0,19.03899956,14.58399963,39.89099884,29.3560009,40.5800004,24.52000046,55.97000122,69.51699829,0
SDN,Sudan,1970,151.2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.888,0,0,53.703,50.81,301.774,354.201,0,0,0,0,50.10446,44.41064,0,0,0,0,0,0,0,0,0,0
SEN,Senegal,1980,171.4484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.312,0,0,50.234,47.713,302.612,361.676,0,0,0,0,47.3716,41.18462,0,0,0,0,0,0,0,0,0,0
SOM,Somalia,2003,127.2652,0,0,0,0,0,0,0,0,0,0,0,0,0.722000003,1.633000016,0.455000013,1.728000045,92.36199951,85.46099854,7.697999954,2.638999939,6.84100008,16.40600014,72.01200104,11.00699997,46.04100037,0,7.448,17.5720005,76.35399628,53.372,50.248,318.518,375.95,0,0,88.20700073,72.33399963,49.02724,42.81393,0,6.639999866,5.686999798,11.98700047,10.87199974,87.75199878,70.60599959,11.79300022,27.66600037,0
SSA,Sub-Saharan Africa (excluding high income),1984,147.0124488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.648813884,0,0,50.9722509,47.67339246,329.0770534,393.7804402,0,0,0,0,46.22531957,39.31981353,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,1973,48.3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.329,0,0,46.111,42.91,373.269,432.895,0,0,0,0,39.59706,33.69595,0,0,0,0,0,0,0,0,0,0
BEN,Benin,1967,89.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0,0,41.571,39.637,409.187,445.175,0,0,0,0,34.07745,30.54669,0,0,0,0,0,0,0,0,0,0
BEN,Benin,1976,98.9366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.959,0,0,47.773,43.034,327.603,418.718,0,0,0,0,43.46536,34.6003,0,0,0,0,0,0,0,0,0,0
CAF,Central African Republic,2015,107.7732,0,0,0,0,0,0,0,0,0,0,0,0,2.917000055,2.878999949,0.82099998,2.529000044,90.46700287,81.69100189,9.416000366,3.233999968,8.892000198,58.93600082,75.56700134,45.30699921,50.35699844,0,4.94,63.39300156,80.27700043,53.211,49.632,395.429,426.72,0,0,75.22399902,64.14800263,45.32778,39.96351,0,7.031000137,5.868000031,12.09399986,10.87100029,74.40399957,61.62000108,24.77599907,35.85200119,0
COM,Comoros,1983,123.8102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.026,0,0,54.201,50.992,313.952,372.27,0,0,0,0,49.85508,42.87212,0,0,0,0,0,0,0,0,0,0
GIN,Guinea,1972,180.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,0,0,38.481,36.062,434.413,496.178,0,0,0,0,30.29174,25.2179,0,0,0,0,0,0,0,0,0,0
GMB,"Gambia, The",2010,97.973,0,0,0,0,0,0,0,0,0,0,0,13.3,9.024000168,9.99600029,1.00999999,1.480999947,40.89899826,27.03499985,22.6439991,55.45199966,50.3199997,43.84299851,64.03800201,30.97999954,42.15399933,0,5.707,50.25899887,68.73400116,60.959,58.395,248.045,301.885,0,0,87.66699982,69.71199799,60.59008,53.91553,0,12.76599979,6.833000183,17.40099907,9.19299984,86.6570034,68.2310009,12.33300018,30.28800011,0
LSO,Lesotho,2000,91.3626,0,0,0,0,0,27.52267,34.18427,89.86126,76.44521,10.13874,23.55479,30.4,8.477999687,6.587999821,0.460000008,0.684000015,54.52299881,70.5039978,12.86600018,33.09500122,16.63100052,48.43099976,66.24299622,35.07899857,53.84899902,0,4.089,68.18900299,79.84799957,49.454,47.159,547.808,589.732,0,0,58.56299973,68.8710022,34.44609,29.35086,0,28.97599983,17.03899956,38.90800095,22.65999985,58.10399914,68.18699884,41.43700028,31.12899971,0
MOZ,Mozambique,1995,188.7408,0,0,0,0,0,0,0,0,0,0,0,0,46.51100159,10.40499973,1.02699995,5.315999985,92.81400299,75.6949997,6.28399992,6.828999996,18.02000046,65.71900177,64.75099945,50.50500107,40.47700119,0,5.964,86.77999878,80.54100037,47.194,43.69,390.297,459.279,0,0,97.87400055,88.29399872,40.2521,33.60958,0,24.2689991,19.60400009,37.54899979,39.32400131,96.84700012,82.97799778,2.125999928,11.70600033,0
NAM,Namibia,1987,116.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.625,0,0,63.347,57.678,221.121,301.025,0,0,0,0,63.73494,52.71347,0,0,0,0,0,0,0,0,0,0
SSF,Sub-Saharan Africa,1969,152.3382581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.736561432,0,0,45.56762563,42.65652446,380.8439356,439.5390098,0,0,0,0,38.87796769,33.12990903,0,0,0,0,0,0,0,0,0,0
STP,Sao Tome and Principe,2007,107.054,0,0,0,0,0,0,0,0,0,0,0,0,0.377999991,0.600000024,0.754999995,1.833999991,17.9810009,30.97500038,19.30400085,75.83000183,49.72000122,29.58399963,66.02600098,14.17099953,42.41600037,0,4.927,39.31900024,74.16400147,67.12,63.342,175.518,227.9,0,0,35.84000015,41.31200028,70.55976,63.49487,0,24.76000023,10.97299957,37.01800156,18.36100006,35.08500072,39.47799838,64.16000366,58.68799973,0
TSS,Sub-Saharan Africa (IDA & IBRD countries),1967,151.7150942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.709587427,0,0,44.7225843,41.87120347,389.8083733,447.3775308,0,0,0,0,37.70049974,32.18950887,0,0,0,0,0,0,0,0,0,0
ZMB,Zambia,1989,157.0812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.502,0,0,48.102,43.376,458.828,570.648,0,0,0,0,37.62718,28.04802,0,0,0,0,0,0,0,0,0,0
ZWE,Zimbabwe,1963,172.1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.311,0,0,54.275,51.062,295.957,351.081,0,0,0,0,51.05331,44.87882,0,0,0,0,0,0,0,0,0,0
BEN,Benin,1977,100.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.984,0,0,48.376,43.402,319.925,415.901,0,0,0,0,44.45982,35.08112,0,0,0,0,0,0,0,0,0,0
BWA,Botswana,1988,114.3834,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.854,0,0,64.836,60.205,221.634,299.803,0,0,0,0,64.76498,54.72905,28.4,0,0,0,0,0,0,0,0,3.9
BWA,Botswana,2005,53.4794,0,0,0,0,0,0,0,0,0,0,0,0,11.98499966,9.805999756,3.813999891,5.294000149,19.4090004,32.50299835,20.72900009,68.31700134,46.76599884,41.67900085,58.10200119,21.27400017,33.17300034,0,2.987,54.41500092,71.48600006,53.926,50.303,449.733,547.027,0,0,25.22699928,20.62100029,45.59688,34.97938,0,23.40600014,18.72100067,44.26900101,33.28499985,21.4119997,15.32599974,74.77300263,79.3789978,0
DJI,Djibouti,1966,50.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.665,0,0,47.977,45.354,353.627,405.951,0,0,0,0,42.34395,37.16547,0,0,0,0,0,0,0,0,0,0
DJI,Djibouti,2014,20.5636,0,0,0,0,0,0,0,0,0,0,0,0,24.63599968,6.448999882,1.302999973,3.525000095,28.69300079,33.375,24.21699905,34.20500183,42.4449997,45.54000092,65.53900147,34.92599869,36.23699951,0,2.982,48.83399963,69.2460022,63.661,60.407,230.682,277.258,0,0,42.64400101,43.07899857,63.88293,57.69354,0,6.744999886,5.353000164,12.1260004,10.87100029,41.34199905,39.55399942,57.35599899,56.92100143,0
ETH,Ethiopia,1978,120.9034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,0,0,45.546,42.542,379.607,436.97,0,0,0,0,38.72928,33.16357,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,2002,138.459,0,0,0,0,0,0,0,0,0,0,0,0,1.569000006,0.688000023,1.406999946,3.029999971,62.29499817,31.22100067,17.01099968,34.72800064,51.76599884,29.06100082,49.35100174,9.505999565,18.42000008,0,4.389,36.97499847,57.68700028,59.9,58.349,324.813,332.204,0,0,43.02199936,31.77799988,55.21319,52.88469,0,21.40299988,14.45100021,45.21300125,31.25900078,41.61600089,28.74700004,56.97800064,68.22200012,0
SDN,Sudan,1993,108.6112,0,0,0,0,0,0,0,0,0,0,0,9.9,30.55599976,12.17099953,1.70599997,4.433000088,52.75299835,63.65499878,14.05799961,13.93299961,22.29000092,19.21800041,68.60800171,13.50300026,37.2859993,0,5.964,25.86700058,75.85900116,57.763,54.58,266.536,324.837,0,0,55.84400177,54.71900177,56.13882,49.45717,0,25.70400047,9.559000015,42.45000076,21.14800072,54.13800049,50.28600121,44.15599823,45.28099823,0
SLE,Sierra Leone,2002,157.446,0,0,0,0,0,0,0,0,0,0,0,0,18.37000084,13.86999989,0.363999993,0.686999977,65.73500061,65.76399994,11.47900009,33.26300049,22.75699997,62.36999893,61.86800003,44.24399948,33.01399994,0,6.158,63.83399963,64.78299713,41.823,39.519,490.575,525.299,0,0,96.13300324,90.23999786,30.08941,26.58481,0,2.292999983,4.499000072,3.549999952,7.191999912,95.76900291,89.55299854,3.867000103,9.760000229,0
SOM,Somalia,1999,126.8604,0,0,0,0,0,0,0,0,0,0,0,7.9,0.786000013,1.733999968,0.465000004,1.712000012,92.29499817,85.50099945,7.782000065,2.575999975,6.71600008,17.20400047,72.48899841,11.62800026,46.55099869,0,7.66,18.42700005,76.84999847,52.007,48.872,329.398,387.857,0,0,88.27500153,73.01599884,47.18834,40.99576,0,6.638999939,5.673999786,11.97299957,10.87300015,87.81000209,71.30499911,11.72500038,26.98399925,0
SSF,Sub-Saharan Africa,1991,138.2807172,0,0,0,0,0,0,0,0,0,0,0,0,27.18610369,15.69803549,1.611883395,3.14981709,69.39754251,65.14523129,10.8824907,23.5379421,23.97257737,54.95915915,71.52257887,42.95673663,50.0473562,0,6.263501461,60.28316226,76.73494256,51.7027073,48.12585006,333.3953871,404.5069601,0,0,83.97632463,73.40795364,46.9708927,39.49059021,0,8.831633768,6.792558289,16.50819433,13.05929516,82.3643939,70.25817784,16.02371565,26.59204655,0
ZMB,Zambia,1974,186.9626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.382,0,0,52.43,49.163,315.401,374.023,0,0,0,0,48.09794,41.77471,0,0,0,0,0,0,0,0,0,0
ZWE,Zimbabwe,1999,108.7684,0,0,0,0,0,13.3,15.3,88.6,87.2,11.4,12.8,53.5,16.10300064,13.69699955,0.159999996,0.624000013,69.73799896,51.33100128,18.38100052,25.75499916,30.28700066,61.16699982,72.91300201,43.34500122,49.94599915,33.5,4.101,64.11100006,78.58799744,47.725,43.639,625.559,719.061,0,0,76.91200256,45.13199997,29.23593,20.66207,20.5,4.592999935,7.222000122,10.49800015,15.66800022,76.7519989,44.50800037,23.08799934,54.86800003,3.4
CIV,Cote d'Ivoire,1969,217.2742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.927,0,0,44.377,41.556,388.062,445.039,0,0,0,0,37.69959,32.26204,0,0,0,0,0,0,0,0,0,0
ERI,Eritrea,1989,111.2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.448,0,0,50.832,47.615,360.134,406.365,0,0,0,0,44.67396,39.11739,0,0,0,0,0,0,0,0,0,0
KEN,Kenya,2002,104.2,0,0,0,0,0,0,0,0,0,0,0,0,56.84000015,28.92300034,8.432999611,7.828999996,54.16600037,36.23899841,18.69400024,37.40299988,45.06700134,56.43299866,66.64099884,32.63600159,39.18799973,0,5.044,65.2990036,71.85399628,54.401,50.773,452.88,523.461,0,0,80.56199646,53.56000137,43.5292,36.07545,0,13.57800007,7.255000114,26.00699997,15.99699974,72.13000011,45.72999954,19.43799973,46.43999863,0
LBR,Liberia,1972,214.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.777,0,0,42.408,38.812,404.508,474.414,0,0,0,0,35.04335,28.34653,0,0,0,0,0,0,0,0,0,0
MLI,Mali,2007,185.469,83.83,7.54,2.67,26.14,2.31,21.6,24.2,0,0,0,0,0,53.28099823,44.32799912,0.175999999,1.192000031,39.91699982,54.86500168,14.53899956,48.0019989,30.59499931,36.80799866,66.70800018,30.71899986,49.72800064,0,6.719,42.75600052,74.4489975,54.173,52.926,282,300.865,0,0,95.29399872,88.39399719,52.31063,49.65453,0,13.9119997,10.39799976,20.32600021,16.34700012,95.11899948,87.20199966,4.705999851,11.60599995,0
MUS,Mauritius,2014,27.6554,0,0,0,0,0,0,0,0,0,0,0,63.8,4.882999897,1.09800005,1.680999994,5.410999775,5.985000134,8.756999969,29.42499924,76.79000092,61.81800079,39.99700165,69.63400269,25.39299965,39.17200089,0,1.43,45.11100006,73.63500214,77.58,70.97,94.755,194.092,33.47999954,21.45000076,16.21100044,24.11599922,84.53528,71.32276,0,11.33500004,5.433000088,30.93799973,19.62800026,14.53000021,18.70599985,83.78900147,75.88400269,0
MWI,Malawi,1976,201.4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.556,0,0,43.986,42.369,342.542,396.04,0,0,0,0,39.38615,34.75079,0,0,0,0,0,0,0,0,0,0
MWI,Malawi,1994,162.476,0,0,0,0,0,0,0,0,0,0,0,0,7.624000072,6.217999935,1.141000032,1.794999957,86.79000092,79.1230011,12.31499958,2.697000027,8.56099987,68.37599945,74.43399811,49.4109993,43.18000031,0,6.495,75.86699677,78.47100067,48.829,44.488,417.533,543,0,0,76.12400055,63.10599899,40.80221,30.38007,0,9.873999596,5.144000053,12.43999958,8.05700016,74.98200178,61.31200171,23.87599945,36.89400101,0
SYC,Seychelles,1996,59.9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.4,66,109.681,272.999,0,0,0,0,82.94136,61.1592,0,0,0,0,0,0,0,0,0,0
BFA,Burkina Faso,2000,139.304,0,0,0,0,0,0,0,0,0,0,0,0,60.27700043,36.36100006,0.368000001,0.967000008,87.7009964,84.04699707,4.622000217,9.088999748,11.33100033,66.13600159,86.16999817,62.14400101,76.52700043,0,6.592,68.02700043,88.33699799,51.712,49.117,298.574,358.956,0,0,92.4240036,88.93800354,48.87835,42.65425,0,2.779999971,2.453999996,4.068999767,3.515000105,92.05500031,87.97100067,7.576000214,11.06200028,0
CMR,Cameroon,1999,157.1648,0,0,0,0,0,0,0,0,0,0,0,0,25.69099999,9.612999916,1.120000005,2.128999949,70.73300171,64.29199982,11.47900009,21.67000008,24.22900009,66.04299927,75.69999695,49.62200165,55.47999954,0,5.645,70.70400238,82.87200165,50.582,48.811,396.27,426.827,0,0,91.72499847,70.35600281,43.25884,39.61553,0,6.592000008,8.654000282,11.45800018,15.4989996,90.60500145,68.22699833,8.274999619,29.6439991,0
ERI,Eritrea,1996,99.9636,0,0,0,0,0,0,0,0,0,0,0,8,18.0340004,6.355999947,1.347000003,3.128999949,89.36699677,78.6190033,9.223999977,4.722000122,12.15600014,68.8809967,84.55500031,66.38300324,74.89499664,0,5.793,74.45800018,90.31600189,54.748,51.197,344.594,394.964,0,0,51.5359993,52.65299988,49.12136,42.91844,0,7.489999771,6.379000187,12.02900028,10.87199974,50.18999863,49.52299976,48.4640007,47.34700012,0
GAB,Gabon,2000,147.5918,0,0,0,0,0,0,0,0,0,0,0,32.7,2.157000065,0.906000018,1.815000057,3.721999884,62.30099869,30.73699951,16.95999908,34.89300156,52.30099869,29.20999908,49.17399979,9.862999916,18.63100052,26,4.539,36.5870018,58.09799957,60.247,58.304,307.082,323.79,0,0,41.94200134,31.90099907,56.67569,53.50189,32.7,20.16300011,15.36200047,44.65999985,33.34899902,40.12800074,28.17900074,58.05799866,68.09899902,3.5
GHA,Ghana,2006,74.8906,0,0,0,0,0,48,49.9,80.4,82.3,19.6,17.7,16.6,16.5909996,10.3409996,4.730000019,6.255000114,41.17900085,48.86100006,16.53499985,43.65399933,34.60400009,70.36799622,75.33000183,49.58100128,51.22700119,0,4.438,73.23100281,77.89800263,60.003,58.34,253.916,291.057,31.04000092,21.47999954,89.07499695,75.05500031,59.56957,54.72725,0,3.910000086,3.296999931,7.809999943,6.593999863,84.34499741,68.79999924,10.92500019,24.9449997,0
GIN,Guinea,1984,180.2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.619,0,0,45.72,43.331,330.123,384.919,0,0,0,0,41.82468,36.43338,0,0,0,0,0,0,0,0,0,0
GNB,Guinea-Bissau,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1.649999976,2.019000053,0.616999984,2.154999971,89.53500366,78.09400177,9.126999855,5.909999847,12.77900028,61.18299866,73.69400024,42.48699951,45.53300095,0,0,65.56300354,78.05200195,0,0,0,0,0,0,76.45800018,58.12200165,0,0,0,6.681000233,5.583000183,12.34300041,10.89799976,75.84100187,55.96700192,23.54199982,41.87799835,0
MLI,Mali,1975,192.9072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.154,0,0,36.829,35.054,430.424,489.311,0,0,0,0,29.2575,24.95889,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,1960,129.7296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.149,0,0,49.111,44.758,365.862,442.449,0,0,0,0,42.4477,34.10019,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,1965,131.8356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.236,0,0,51.934,47.848,337.467,408.487,0,0,0,0,46.45996,38.24892,0,0,0,0,0,0,0,0,0,0
SSF,Sub-Saharan Africa,1984,147.0012391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.648813884,0,0,50.97558489,47.67613072,329.0436239,393.7563751,0,0,0,0,46.23087703,39.32398647,0,0,0,0,0,0,0,0,0,0
STP,Sao Tome and Principe,1993,123.1374,0,0,0,0,0,0,0,0,0,0,0,0,8.321000099,4.446000099,1.690000057,1.91900003,33.58800125,42.10599899,20.12800026,63.80099869,37.76599884,29.58399963,64.72699738,18.31100082,45.3730011,0,5.655,36.04000092,74,64.118,60.481,204.448,257.531,0,0,66.39299774,51.24499893,65.68158,58.82681,0,17.91300011,12.53100014,24.84799957,19.32999992,64.70399952,49.32600117,33.60699844,48.75500107,0
ZWE,Zimbabwe,1974,173.1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,0,0,58.049,54.636,259.352,314.341,0,0,0,0,56.78283,50.2295,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,2012,29.88,0,0,0,0,0,0,0,0,0,0,0,31.7,11.77099991,3.569999933,0.409999996,1.123999953,96.33899689,85.8730011,4.321000099,2.900000095,9.805999756,79.04299927,75.89299774,58.75,47.8730011,24.5,6.058,79.91699982,77.42199707,57.72,53.938,277.007,335.786,0,0,97.05400085,89.02999878,55.81662,48.63153,11.6,1.093999982,1.975999951,1.796000004,4.001999855,96.64400101,87.90599847,2.946000099,10.97000027,0
